playerID,p_W,p_L,p_G,p_GS,p_CG,p_SHO,p_SV,p_IPouts,p_H,p_ER,p_HR,p_BB,p_SO,p_ERA,p_WP,p_BK,p_BFP,p_GF,p_R
sheami01,1,1,2,2,2,0,0,50,26,13,0,10,0,7.02,3,0,88.0,0,25
sheare01,5,5,23,4,1,0,0,192,64,27,4,15,17,11.79,0,0,265.0,12,35
shearge01,0,0,4,0,0,0,0,45,24,9,1,11,9,5.4,0,0,77.0,4,18
shearjo01,1,3,6,5,4,0,0,138,57,18,2,24,19,3.52,1,0,220.0,1,39
shearto01,3,0,7,6,0,0,0,98,32,18,8,13,16,4.96,1,0,137.0,0,18
sheasp01,56,46,195,118,48,12,5,2831,849,398,66,497,361,33.18,15,2,4076.0,50,453
sheast01,4,4,40,0,0,0,6,151,45,18,2,19,26,6.25,2,0,210.0,24,22
sheehto02,17,39,146,54,26,3,5,1821,677,270,14,242,169,33.95,12,1,2589.0,64,359
sheetbe01,94,96,250,250,18,4,0,4790,1577,670,184,369,1325,38.12,53,1,6640.0,0,736
sheffju01,4,4,21,17,0,0,0,282,100,47,8,41,85,19.21,5,0,414.0,2,48
sheldro01,38,36,160,101,17,4,2,2174,741,329,87,207,371,26.17,24,1,3062.0,19,358
sheldsc01,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0,0,1.0,0,0
shellfr01,10,15,36,25,12,2,2,653,220,74,2,90,57,7.8,0,0,927.0,9,101
shellji01,16,30,165,48,8,2,2,1362,443,192,40,200,222,43.44,6,2,1960.0,36,228
shellst01,2,2,43,0,0,0,2,165,39,15,6,22,46,7.5600000000000005,1,0,221.0,7,17
shepabe01,0,0,1,0,0,0,0,16,3,1,0,1,2,1.69,0,0,20.0,1,1
shephch01,0,0,5,3,0,0,0,57,23,14,5,6,17,6.63,2,0,84.0,1,15
shephke01,2,5,41,1,0,0,3,189,80,47,10,30,34,54.96,2,0,296.0,15,57
sherdbi01,165,146,514,272,159,11,26,8128,3018,1120,149,661,839,61.57,26,3,11604.0,163,1326
sherfji01,3,0,43,0,0,0,2,136,36,15,5,17,48,7.539999999999999,0,1,189.0,9,15
sheriro01,23,24,87,44,20,0,7,1239,473,216,23,166,149,14.530000000000001,10,0,1851.0,29,254
shermda01,0,1,1,1,0,0,0,1,0,0,0,2,0,0.0,0,0,0.0,0,2
shermjo01,1,0,2,1,1,0,0,45,15,4,0,1,5,2.4,0,0,61.0,1,4
sherrfr01,0,4,10,3,2,0,0,157,63,25,1,19,20,4.3,1,1,222.0,6,40
sherrge01,19,17,442,0,0,0,56,973,280,136,29,154,320,60.120000000000005,9,2,1397.0,138,140
sherrla01,53,44,416,16,2,1,82,2398,747,326,78,374,606,57.15,45,2,3480.0,245,377
sherrry01,3,1,28,0,0,0,1,89,27,9,3,8,20,9.49,0,0,121.0,5,9
sherrti01,0,0,18,0,0,0,0,56,30,16,2,6,7,14.39,2,0,92.0,5,18
shielbe01,4,0,13,2,2,0,0,124,55,38,3,27,9,56.07,0,0,198.0,7,39
shielch01,7,13,30,21,13,1,1,537,250,85,8,46,35,16.99,3,0,803.0,9,129
shielja01,2,2,24,3,0,0,1,121,53,31,9,29,38,40.25,2,0,203.0,6,32
shielja02,145,139,407,405,23,9,0,7848,2581,1167,361,746,2234,58.99,107,10,10993.0,1,1267
shielsc01,46,44,491,15,0,0,21,2091,589,246,55,278,631,32.46,49,0,2916.0,114,285
shielst01,8,8,102,6,0,0,3,657,269,128,32,91,126,33.11,15,1,991.0,32,146
shielvi01,1,1,2,1,0,0,0,36,10,4,1,3,4,3.0,0,0,51.0,1,5
shiffga01,0,2,16,1,0,0,1,77,28,18,1,17,10,14.71,0,0,123.0,6,18
shiffst01,1,4,34,0,0,0,0,156,55,15,6,17,25,2.6,2,1,221.0,15,15
shinaza01,0,0,1,0,0,0,0,8,4,1,1,2,0,3.38,0,0,14.0,0,1
shinera01,0,0,1,0,0,0,0,3,1,0,0,0,0,0.0,0,0,4.0,1,0
shipada01,1,2,26,0,0,0,3,109,33,13,3,16,26,3.22,0,1,162.0,12,15
shiplbr01,4,6,26,14,0,0,0,300,115,61,19,45,64,18.23,2,0,449.0,4,65
shipljo01,0,1,29,1,0,0,0,132,48,29,4,35,23,49.44,4,1,214.0,13,36
shiredu01,0,1,2,1,0,0,0,12,5,3,0,2,0,6.75,1,0,19.0,1,4
shirlbo01,67,94,434,162,16,2,18,4296,1432,608,127,543,790,57.370000000000005,15,11,6106.0,105,689
shirlst01,1,1,11,0,0,0,0,38,15,6,0,7,8,4.26,2,1,58.0,6,6
shirlte01,19,30,102,54,19,3,2,1340,443,211,20,290,168,20.490000000000002,7,0,2021.0,26,247
shochge01,0,0,1,0,0,0,0,9,2,0,0,1,0,0.0,0,0,13.0,1,0
shockur01,187,117,412,317,200,28,25,8045,2709,945,126,657,983,36.44,20,3,11140.0,68,1127
shoemma01,43,33,112,104,1,1,0,1807,565,258,85,147,540,27.12,17,1,2478.0,6,271
shoffmi01,25,26,134,51,22,2,3,1731,647,294,34,214,180,38.43,7,4,2549.0,41,331
shorebi01,26,15,96,39,14,2,7,1186,425,183,28,168,129,29.52,6,0,1740.0,39,218
shoreer01,65,43,160,121,56,9,5,2938,906,269,12,270,309,44.53,16,3,3987.0,23,373
shorera01,1,3,31,4,0,0,0,187,70,57,5,67,26,35.19,9,0,322.0,11,62
shortbi01,5,11,73,16,3,1,2,396,130,69,8,64,71,51.769999999999996,9,0,577.0,16,75
shortch02,135,132,501,308,88,24,18,6975,2215,886,183,806,1629,62.69,73,6,9801.0,78,991
shouncl01,73,59,454,85,34,3,29,3861,1325,559,81,404,483,70.02,15,2,5466.0,207,631
shousbr01,13,10,467,0,0,0,6,1052,347,145,31,118,233,49.78,7,2,1508.0,101,163
shower01,101,89,332,235,35,11,7,4965,1526,673,171,610,971,42.41,36,22,6968.0,37,739
shrevch01,17,8,235,0,0,0,2,686,195,95,41,114,268,33.06,11,0,988.0,64,103
shrevle01,19,37,57,57,53,3,0,1420,551,257,31,189,141,26.93,40,0,2150.0,0,361
shrivha01,4,6,26,15,4,2,0,337,122,39,5,48,39,9.74,5,0,487.0,8,52
shuckja01,0,0,2,0,0,0,0,6,2,1,0,1,0,9.0,0,0,9.0,2,1
shueypa01,45,28,476,0,0,0,23,1590,471,228,43,277,556,54.17,36,1,2309.0,156,252
shultto01,1,7,27,7,3,0,1,252,105,56,7,50,29,13.94,7,0,393.0,15,72
shumaan01,0,3,8,4,0,0,0,68,23,15,3,14,17,5.96,1,1,105.0,2,17
shumaha01,0,0,30,0,0,0,0,152,56,25,1,20,10,9.370000000000001,1,0,227.0,19,35
siebepa01,3,8,87,7,1,1,3,387,130,54,6,73,59,21.11,6,1,578.0,30,61
siebeso01,140,114,399,307,67,21,16,6456,1919,767,197,692,1512,54.589999999999996,60,8,8951.0,42,907
siebldw01,4,3,48,8,2,0,1,352,97,45,15,44,71,18.34,2,0,487.0,12,53
siegrke01,18,10,276,0,0,0,10,737,183,83,25,116,286,20.790000000000003,9,0,1024.0,51,86
sierrca01,0,1,16,0,0,0,0,83,41,17,2,12,24,10.2,0,0,127.0,4,17
sieveed01,83,82,203,174,136,14,2,4521,1550,435,24,311,470,18.65,21,1,6170.0,28,674
signewa01,2,1,10,2,1,0,1,99,35,11,4,9,5,6.26,1,0,152.0,3,14
sigsbse01,0,0,1,0,0,0,0,9,1,3,0,4,2,9.0,0,0,15.0,1,4
sikorbr01,4,5,40,5,0,0,0,215,82,43,17,32,70,15.96,4,0,329.0,12,50
silvaca01,70,70,316,180,6,2,2,3725,1496,645,153,238,554,44.7,32,4,5319.0,39,687
silvajo01,25,28,154,53,2,0,4,1282,507,257,47,154,298,46.120000000000005,14,7,1915.0,32,285
silvawa01,0,2,6,6,0,0,0,74,34,24,4,15,11,8.76,0,0,121.0,0,28
simaal01,11,21,100,30,4,0,4,926,343,158,31,132,111,23.36,4,0,1376.0,30,187
simasbi01,18,19,308,0,0,0,23,1015,332,144,39,149,265,22.07,9,1,1481.0,102,159
simmocu01,193,183,569,462,163,36,5,10045,3313,1318,255,1063,1697,96.78999999999999,39,4,14144.0,54,1551
simmopa01,0,2,33,3,0,0,2,228,75,31,4,41,18,4.04,0,1,328.0,21,38
simmosh01,1,4,42,0,0,0,1,108,25,14,2,15,34,11.3,2,0,144.0,11,15
simonal01,47,47,255,93,2,1,19,2325,810,393,105,269,529,49.39,38,2,3372.0,70,425
simondo01,2,3,49,1,0,0,1,198,70,49,8,21,44,28.82,4,0,293.0,13,54
simonja01,26,17,96,53,1,0,1,1067,399,201,57,125,191,21.23,6,0,1552.0,13,213
simpsal01,2,2,45,0,0,0,0,147,51,33,5,32,57,82.71,6,0,233.0,12,38
simpsdu01,1,2,30,1,0,0,0,135,60,40,8,25,21,8.0,1,1,222.0,11,47
simpsjo01,0,0,2,0,0,0,0,9,4,1,0,2,1,3.0,0,0,15.0,2,1
simpsst01,0,2,9,0,0,0,2,34,10,6,0,8,9,4.76,0,0,51.0,4,6
simpswa01,36,31,122,107,13,2,0,1908,606,309,57,315,353,26.71,37,3,2794.0,7,342
simslu01,8,7,67,14,0,0,0,426,123,78,23,66,151,27.259999999999998,1,0,612.0,10,82
simspe01,1,0,3,2,0,0,0,25,6,4,0,6,4,4.32,1,0,34.0,1,4
sinclst01,0,3,45,0,0,0,0,103,35,20,5,19,26,20.26,0,0,156.0,9,23
sincobe01,0,0,1,0,0,0,0,14,3,2,0,0,1,3.86,0,0,17.0,1,2
singebi01,118,127,322,308,94,24,2,6522,1952,819,132,781,1515,47.25,67,11,9143.0,7,944
singebr01,4,5,12,12,0,0,0,193,52,29,8,23,61,4.06,5,1,263.0,0,29
singlel01,11,17,145,19,2,0,4,983,322,176,33,146,160,34.51,19,1,1431.0,65,192
singljo01,1,10,22,9,3,1,0,279,127,61,6,38,27,5.9,5,0,431.0,8,80
sinkbbr01,0,0,3,0,0,0,0,6,2,3,0,5,1,13.5,1,0,13.0,1,3
sippto01,26,22,616,0,0,0,7,1511,405,208,74,221,531,41.980000000000004,26,2,2110.0,124,222
sirotmi01,45,42,125,111,9,1,0,2131,803,340,86,207,435,26.47,18,3,3056.0,3,398
siscoan01,3,9,151,0,0,0,1,443,153,85,16,93,141,18.57,9,0,681.0,35,87
siskdo01,22,20,332,0,0,0,33,1570,527,190,15,267,195,29.79,15,3,2298.0,161,238
siskto01,40,49,316,99,19,4,10,2785,937,404,57,358,441,37.5,39,0,3972.0,63,457
sisleda01,38,44,247,59,12,1,29,1969,622,316,70,368,355,35.61,25,3,2907.0,103,352
sislege01,5,6,24,12,9,1,3,333,91,29,0,52,63,8.33,2,1,453.0,8,36
sittoca01,3,2,14,5,3,0,0,150,50,16,1,16,16,2.88,1,0,208.0,7,22
sivespe01,7,11,62,16,5,0,3,612,257,122,23,116,58,17.12,4,1,964.0,31,136
siwyji01,0,0,3,1,0,0,0,34,13,9,1,7,4,12.37,0,0,49.0,0,9
skaggty01,28,38,96,96,0,0,0,1562,516,255,63,177,476,32.28,19,4,2219.0,0,272
skalsjo01,0,2,2,1,0,0,0,20,7,5,0,4,3,6.75,0,0,33.0,0,6
skaugda01,0,0,2,0,0,0,0,17,4,1,0,6,4,1.59,1,0,27.0,1,1
skeelda01,0,0,1,1,0,0,0,18,9,8,0,4,2,12.0,1,0,32.0,0,8
skogler01,2,11,27,22,0,0,0,327,126,80,19,40,67,23.64,3,0,487.0,1,82
skokcr01,4,7,107,0,0,0,5,450,170,81,19,58,85,27.21,8,1,664.0,38,93
skopejo01,8,5,15,14,9,0,0,323,108,39,1,58,38,6.59,9,0,485.0,0,61
skrmema01,2,2,14,0,0,0,0,44,19,19,3,9,11,24.83,3,0,73.0,3,22
skubata01,1,4,8,7,0,0,0,96,28,20,9,11,37,5.63,0,0,134.0,0,21
slagljo01,0,0,1,0,0,0,1,4,3,0,0,1,1,0.0,0,0,8.0,1,0
slaglro01,0,0,1,0,0,0,0,6,0,0,0,0,2,0.0,0,0,6.0,1,0
slaglwa01,0,0,1,0,0,0,0,3,0,1,0,3,0,9.0,0,0,7.0,0,1
slamaan01,0,1,7,0,0,0,0,21,6,4,1,7,8,7.71,2,0,34.0,2,4
slanida01,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0,0,3.0,1,0
slapncy01,1,6,10,8,5,0,1,220,71,35,2,29,13,8.120000000000001,1,0,319.0,2,45
slappjo01,0,1,3,1,0,0,0,19,15,5,0,4,1,7.11,0,0,38.0,1,12
slatedo01,7,8,216,0,0,0,0,452,156,59,15,67,110,24.840000000000003,6,0,674.0,55,72
slatoji01,151,158,496,360,86,22,14,8051,2773,1202,277,1004,1191,71.66,97,6,11535.0,71,1335
slattph01,0,0,3,0,0,0,0,24,5,0,0,1,1,0.0,0,0,31.0,3,0
slaugba01,0,1,8,1,0,0,1,54,21,11,0,11,7,5.5,0,0,77.0,6,12
slaugst01,2,4,20,6,1,0,0,155,64,33,8,32,32,5.75,3,0,247.0,3,35
slaybbi01,6,9,42,17,3,1,0,415,136,59,5,51,89,12.469999999999999,6,0,599.0,15,74
slaytst01,0,0,3,0,0,0,0,21,6,3,0,3,2,3.86,0,0,29.0,2,3
sleatlo01,12,18,131,21,7,1,5,902,306,157,32,172,152,50.239999999999995,3,1,1367.0,54,181
slegeaa01,1,2,20,6,0,0,3,174,50,30,8,13,34,18.189999999999998,0,0,236.0,5,31
sloatle01,0,1,9,2,0,0,0,49,21,12,0,11,4,13.14,0,0,76.0,2,12
slocubr01,0,0,10,2,0,0,0,59,35,17,5,9,12,32.6,2,0,100.0,1,17
slocuhe01,28,37,548,0,0,0,98,1893,636,286,38,358,513,65.67,57,2,2853.0,297,320
sloweke01,43,36,137,106,3,2,0,1986,765,340,99,111,495,34.11,11,0,2828.0,7,354
slusajo01,13,21,118,34,1,0,3,917,342,176,45,125,173,43.519999999999996,10,1,1358.0,29,189
smallaa01,25,13,172,15,1,1,4,965,380,186,37,137,170,80.73,12,0,1454.0,45,202
smallma01,0,1,16,0,0,0,0,73,33,16,1,13,16,5.92,1,1,122.0,4,23
smallwa01,0,0,8,0,0,0,0,71,21,12,1,10,7,4.98,0,0,94.0,5,12
smartjd01,1,3,44,0,0,0,0,202,75,40,7,21,31,11.48,1,0,291.0,10,41
smeltde01,4,2,18,7,0,0,1,195,69,33,10,17,53,10.61,1,1,274.0,4,35
smilejo01,126,103,361,280,28,8,4,5723,1842,806,185,496,1284,53.96,48,17,7900.0,21,888
smith01,0,0,1,1,0,0,0,18,12,6,0,2,2,9.0,1,0,33.0,0,11
smithal02,0,0,1,0,0,0,0,6,4,2,0,2,0,9.0,0,0,11.0,0,2
smithal03,99,101,356,202,75,16,17,4987,1707,688,94,587,587,47.03,27,3,7112.0,96,827
smithar01,0,1,3,2,0,0,0,21,17,9,1,4,1,11.57,0,0,39.0,0,13
smithbi03,5,4,9,9,9,0,0,231,81,35,0,30,36,4.09,9,0,343.0,0,47
smithbi04,1,6,32,6,0,0,1,205,82,32,8,17,34,11.89,1,0,295.0,9,42
smithbi06,1,1,10,1,0,0,1,62,20,7,3,3,3,3.05,0,0,81.0,4,7
smithbl01,0,0,5,0,0,0,0,13,7,3,1,0,1,6.23,0,0,21.0,1,3
smithbo01,0,0,17,1,0,0,3,119,43,19,3,21,14,34.94,2,1,14.0,10,21
smithbo02,106,139,435,229,128,16,40,6739,2472,983,132,670,618,54.5,11,4,9652.0,156,1139
smithbo03,4,9,91,8,2,0,2,500,174,75,14,83,93,23.869999999999997,5,0,753.0,28,102
smithbo05,4,4,30,10,1,0,0,290,97,51,6,59,60,90.0,7,0,435.0,7,57
smithbr01,108,94,365,255,23,8,6,5374,1725,702,140,432,1028,51.09,33,16,7434.0,39,808
smithbr03,0,0,3,0,0,0,0,13,6,5,1,2,3,10.38,0,0,20.0,1,5
smithbu02,7,8,27,24,1,1,0,398,146,73,16,46,81,10.77,0,1,580.0,2,79
smithbu03,4,10,71,13,0,0,1,443,162,102,28,76,156,25.51,1,1,675.0,28,103
smithca02,4,6,108,0,0,0,14,306,74,25,4,34,129,7.43,6,0,415.0,31,27
smithca03,15,18,58,50,0,0,0,790,218,133,50,115,289,21.87,7,1,1118.0,6,138
smithch02,66,87,212,148,87,10,3,4048,1309,422,22,353,570,40.75,32,2,5479.0,50,587
smithch03,0,1,5,1,0,0,0,53,15,7,1,11,11,3.57,1,1,77.0,3,8
smithch06,11,11,34,34,1,0,0,632,200,90,16,89,189,7.93,6,2,898.0,0,100
smithch07,1,4,77,9,0,0,0,444,137,89,35,62,112,27.07,4,0,642.0,27,93
smithch08,0,0,12,0,0,0,0,39,20,12,1,6,11,39.15,1,0,63.0,5,12
smithch09,0,0,4,0,0,0,0,15,7,3,1,1,1,5.4,0,0,23.0,3,3
smithcl01,1,1,18,1,0,0,0,118,50,24,4,15,17,11.629999999999999,2,0,179.0,9,28
smithda01,2,1,22,0,0,0,0,133,51,25,0,30,13,5.08,2,0,210.0,15,29
smithda02,53,53,609,1,0,0,216,2428,700,240,34,283,548,36.7,28,22,3357.0,432,280
smithda03,0,0,5,0,0,0,0,18,9,6,2,1,3,25.2,0,0,27.0,3,6
smithda04,0,1,2,1,0,0,0,20,5,3,0,4,6,4.05,0,0,27.0,1,3
smithda05,1,5,17,2,0,0,0,87,36,15,3,20,14,9.32,2,0,143.0,3,19
smithda06,7,12,87,17,0,0,2,532,182,103,29,81,142,22.85,9,0,780.0,21,108
smithdo01,0,0,1,0,0,0,0,9,4,1,0,0,1,3.0,0,0,11.0,1,1
smithdr01,1,2,35,0,0,0,0,105,40,16,4,8,25,9.969999999999999,2,0,149.0,11,17
smithed01,2,7,11,10,8,0,0,246,96,46,1,18,18,25.64,8,0,368.0,2,67
smithed03,8,11,19,18,13,0,0,464,153,64,3,53,45,3.72,5,1,647.0,1,90
smithed04,73,113,282,197,91,8,12,4787,1554,678,106,739,694,56.85,34,1,6973.0,60,816
smithed05,3,4,9,8,5,0,0,186,86,24,2,17,13,3.48,6,0,296.0,1,61
smithel01,75,57,149,136,122,9,0,3631,1167,450,20,422,525,40.41,84,1,5237.0,11,714
smithfr02,19,13,35,34,31,2,0,858,273,104,13,90,116,3.27,10,0,1223.0,1,155
smithfr03,139,111,354,255,184,27,6,6822,1975,655,27,676,1051,57.31,66,4,8431.0,78,891
smithfr04,2,7,18,9,5,0,1,256,90,27,3,24,19,2.85,0,0,356.0,9,44
smithfr06,35,33,271,7,1,0,44,1487,426,210,67,181,277,34.21,9,2,2093.0,175,247
smithge01,0,0,1,0,0,0,0,3,3,1,0,0,1,9.0,1,0,6.0,1,2
smithge02,41,81,229,118,52,5,4,3430,1321,494,54,255,263,41.51,23,3,4874.0,78,643
smithge03,10,8,132,7,1,0,3,992,354,194,17,218,135,27.68,7,1,1533.0,73,225
smithgr02,8,18,40,40,2,0,0,688,218,115,29,111,142,10.39,6,1,982.0,0,120
smithha05,1,0,1,1,0,0,0,15,6,1,0,0,1,1.8,0,0,18.0,0,1
smithha07,12,11,51,25,10,3,1,630,232,88,8,52,59,13.809999999999999,1,1,910.0,14,112
smithhe01,0,1,2,1,1,0,0,40,24,12,0,5,5,8.1,0,0,70.0,1,13
smithja01,0,0,2,0,0,0,0,15,3,0,0,2,1,0.0,0,0,19.0,2,0
smithja04,2,2,34,0,0,0,1,148,48,25,5,17,31,15.83,6,0,214.0,12,28
smithja06,1,0,4,0,0,0,0,12,5,2,1,1,3,4.5,0,0,17.0,1,2
smithjo05,50,29,782,0,0,0,30,2086,573,230,54,237,615,45.51,17,3,2855.0,161,248
smithjo06,3,2,54,0,0,0,1,186,77,34,10,19,39,11.06,3,1,273.0,16,34
smithjo07,6,12,101,12,0,0,2,554,203,115,32,81,150,29.11,2,0,832.0,38,122
smithjo08,0,0,16,0,0,0,0,43,13,11,1,12,18,24.51,0,0,74.0,6,11
smithle02,71,92,1022,6,0,0,478,3868,1133,434,89,486,1251,63.06,47,4,5388.0,802,475
smithma02,1,0,8,1,0,0,0,44,24,11,0,6,10,6.75,1,0,70.0,2,11
smithma04,0,1,35,0,0,0,0,74,11,7,0,23,22,13.33,1,0,104.0,9,7
smithmi03,76,86,240,204,41,6,2,4069,1473,690,168,383,731,38.57,43,14,5861.0,19,745
smithmi04,1,1,33,1,0,0,1,149,55,26,4,22,26,31.0,2,0,220.0,18,28
smithmi05,2,0,15,1,0,0,0,69,29,21,5,15,14,19.65,2,0,111.0,4,23
smithmi06,0,3,15,7,0,0,0,115,48,30,4,23,17,18.62,2,0,192.0,3,32
smithmu01,0,0,3,0,0,0,0,10,5,3,0,1,0,8.1,0,0,16.0,2,3
smithpe01,0,1,7,2,0,0,0,56,18,14,5,8,7,23.240000000000002,0,0,79.0,2,14
smithpe02,47,71,231,163,12,4,1,3077,1043,518,126,404,640,57.54,29,27,4423.0,19,557
smithph01,54,74,140,129,123,2,0,3508,1177,506,20,479,519,62.81,62,0,5219.0,11,802
smithpo01,0,0,3,0,0,0,0,17,10,4,0,0,0,6.35,0,0,28.0,3,7
smithpo02,1,4,26,5,0,0,1,199,70,31,1,26,20,15.55,0,0,284.0,15,41
smithre01,0,2,2,2,2,0,0,54,23,11,0,15,5,11.0,6,0,89.0,0,21
smithri01,2,0,6,0,0,0,0,55,15,3,1,5,18,1.47,0,0,70.0,5,3
smithro01,30,31,136,93,4,1,1,1855,707,316,80,202,320,38.87,23,8,2699.0,7,344
smithro02,1,2,15,0,0,0,3,66,19,10,3,8,7,18.18,1,0,89.0,11,11
smithro03,0,0,13,1,0,0,0,67,25,13,4,18,19,9.059999999999999,0,0,115.0,3,18
smithru01,0,0,1,1,0,0,0,24,8,3,0,3,2,3.38,1,1,37.0,0,4
smithsh01,114,118,373,224,142,16,21,6158,2234,757,57,440,428,105.33,17,3,8663.0,108,964
smithto02,4,7,25,13,9,0,1,414,166,97,5,89,38,29.28,12,1,670.0,12,144
smithtr01,6,6,42,15,0,0,0,335,140,81,23,38,69,24.27,4,0,502.0,8,84
smithwi02,2,4,29,3,0,0,2,183,60,21,7,24,39,7.41,3,1,258.0,10,26
smithwi03,1,1,8,0,0,0,0,21,9,7,4,3,7,9.0,0,0,33.0,2,7
smithwi04,28,24,377,17,0,0,49,1280,374,169,52,153,512,31.4,24,0,1773.0,105,189
smithza01,100,115,360,291,35,16,3,5758,1980,798,122,583,1011,53.74,28,5,8077.0,16,933
smokejo01,4,2,82,0,0,0,0,237,91,47,16,43,97,20.93,4,0,370.0,12,51
smolija01,0,0,1,0,0,0,0,3,2,2,1,0,0,18.0,0,0,5.0,1,2
smollle01,2,8,33,9,0,0,0,327,145,65,6,36,31,5.37,3,0,500.0,12,77
smoltjo01,213,155,723,481,53,16,154,10419,3074,1284,288,1010,3084,77.22,145,16,14271.0,204,1391
smylydr01,35,35,188,111,1,1,3,2132,669,326,111,225,714,36.27,36,0,2975.0,10,347
smythha01,5,12,60,10,2,0,4,464,232,110,10,62,33,26.740000000000002,4,0,746.0,29,142
smythst01,1,3,8,7,0,0,0,78,34,27,9,10,16,9.35,2,0,122.0,0,28
snarery01,0,0,1,0,0,0,0,10,5,4,3,2,0,10.8,0,0,17.0,0,5
sneedcy01,0,4,26,0,0,0,0,116,48,24,8,15,44,11.190000000000001,1,0,176.0,12,28
snellbl01,42,30,108,108,0,0,0,1668,456,200,60,232,648,17.0,45,2,2292.0,0,222
snellia01,38,53,152,136,2,0,0,2411,873,429,100,372,639,42.53,41,1,3582.0,3,458
snellna01,7,6,104,2,0,0,5,657,216,80,19,72,96,12.86,7,0,919.0,48,102
sneltdj01,0,0,4,0,0,0,0,13,9,5,2,3,4,10.38,0,0,26.0,0,6
snidetr01,0,0,1,0,0,0,0,3,1,2,0,2,1,18.0,0,0,6.0,1,2
snodgsc01,0,0,4,0,0,0,0,7,8,4,1,3,1,15.43,1,0,19.0,1,7
snookfr01,0,2,18,0,0,0,1,82,19,11,4,18,13,3.62,2,0,118.0,8,15
snoveco01,0,1,2,1,0,0,0,27,7,1,0,3,4,1.0,0,0,38.0,0,5
snydebi01,2,2,18,5,1,0,1,186,65,26,1,31,22,5.3,5,0,278.0,7,37
snydebr01,1,2,17,6,0,0,1,108,46,27,3,21,24,33.37,4,2,172.0,6,30
snydege01,1,0,1,1,1,0,0,27,4,0,0,2,0,0.0,1,0,34.0,0,3
snydege02,1,1,11,2,0,0,0,79,32,16,1,20,20,5.47,7,0,128.0,2,19
snydejo02,19,24,63,62,2,0,0,1028,410,229,49,149,188,17.65,19,0,1565.0,0,247
snydeky01,8,17,93,29,0,0,0,713,283,147,34,85,157,65.85,13,0,1071.0,24,165
sobkosc01,0,0,1,0,0,0,0,3,2,1,0,0,0,9.0,0,0,5.0,1,1
sobotch01,1,0,50,0,0,0,0,141,39,28,8,30,61,20.36,8,1,212.0,13,30
socolmi01,5,3,74,0,0,0,1,263,80,45,10,30,73,34.769999999999996,1,1,373.0,29,48
soderst01,2,0,3,3,0,0,0,41,16,8,1,6,9,5.27,0,0,63.0,0,11
sodowcl01,8,14,106,20,0,0,0,551,214,126,21,117,118,41.79,14,3,876.0,18,138
soffra01,5,2,42,0,0,0,0,161,55,25,7,18,31,9.75,2,1,230.0,10,28
solanju01,6,8,106,1,0,0,3,522,162,88,23,82,102,36.35,8,2,754.0,38,97
soleral01,2,3,8,8,1,1,0,135,50,30,7,21,23,6.0,3,0,208.0,0,33
solisma01,3,3,15,4,0,0,0,156,74,35,5,20,15,6.06,2,0,244.0,3,41
solissa01,5,7,141,0,0,0,1,383,121,64,14,56,136,18.08,9,0,555.0,28,68
solomed01,36,42,191,95,8,0,4,2154,764,319,76,247,337,43.92,21,8,3117.0,40,386
sommean01,0,1,1,1,0,0,0,1,1,6,0,5,0,162.0,1,0,7.0,0,6
sommejo01,0,0,6,0,0,0,1,42,33,15,1,7,3,41.4,3,0,84.0,5,25
sommeru01,2,8,33,8,2,0,2,303,113,54,4,53,44,28.919999999999998,3,0,445.0,14,75
somsela01,0,0,2,0,0,0,0,7,6,5,2,3,2,19.29,0,0,16.0,1,5
songedo01,10,14,71,16,5,1,4,607,204,76,9,98,44,26.62,1,0,904.0,32,106
sonnaan01,28,31,132,80,1,1,1,1621,617,316,79,136,343,26.99,14,0,2339.0,33,339
sorenla01,93,103,346,235,69,10,6,5209,1960,800,147,402,569,47.1,31,20,7385.0,45,894
soriajo01,35,41,732,1,0,0,223,2177,594,243,61,219,791,49.910000000000004,31,7,2987.0,407,258
soriara01,24,28,591,8,0,0,207,1909,489,204,62,197,641,53.589999999999996,13,0,2571.0,343,213
sorokmi01,15,6,37,37,0,0,0,642,194,68,15,55,171,10.14,6,0,871.0,0,77
sorrevi01,92,101,280,216,95,8,10,5015,1820,823,101,706,619,48.900000000000006,25,0,7410.0,41,949
sosael01,59,51,601,3,0,0,83,2754,873,339,64,334,538,48.41,31,6,3880.0,330,388
sosahe01,3,5,10,10,0,0,0,160,54,31,7,23,38,5.23,3,1,231.0,0,31
sosajo01,1,3,34,2,0,0,1,176,67,30,5,29,36,10.96,6,0,266.0,11,30
sosajo02,44,53,294,90,1,1,7,2318,791,405,112,354,491,51.61,26,1,3404.0,55,441
sothoal01,91,100,264,194,102,17,9,4747,1583,582,34,596,576,65.2,35,2,6802.0,56,786
sotogi01,0,0,6,0,0,0,0,10,3,0,0,0,0,0.0,0,0,13.0,1,0
sotogr01,0,6,60,7,0,0,2,242,90,48,11,46,74,10.07,8,0,374.0,15,50
sotoma01,100,92,297,224,72,13,4,5191,1395,667,172,657,1449,46.59,37,20,7147.0,20,732
souzama01,0,0,5,0,0,0,0,21,9,6,1,5,2,7.71,0,0,34.0,0,6
sowdebi01,29,30,71,61,55,2,3,1553,542,192,8,149,205,18.98,28,0,2254.0,10,322
